customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,is_new_customer,is_long_term,total_revenue,charge_category,charge_ratio,num_services,is_monthly_contract,paperless_billing_binary,family_size
7521-AFHAB,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",44.8,220.45,0,"0-1 year",1,0,224,Medium,0.979778,1,1,0,2
5774-QPLTF,Male,0,Yes,Yes,50,Yes,No,No,"No internet service","No internet service","No internet service",No,"No internet service","No internet service","One year",Yes,"Mailed check",20.35,938.95,0,"4+ years",0,1,1017.5,Low,0.921895,1,0,1,2
2455-USLMV,Female,0,No,No,29,Yes,Yes,"Fiber optic",Yes,No,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",84.75,2613.4,0,"2-4 years",0,0,2457.75,High,1.0629,3,1,1,0
2091-GPPIQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Electronic check",78.95,5730.15,0,"4+ years",0,1,5684.4,High,1.00787,5,0,1,2
9643-YBLUR,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",70.4,653.95,0,"0-1 year",1,0,633.6,High,1.03049,4,1,1,1
5756-JYOJT,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,"One year",No,"Credit card (automatic)",64.9,697.25,0,"0-1 year",1,0,713.9,Medium,0.975311,4,0,0,0
4488-PSYCG,Male,0,No,No,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer (automatic)",20.25,327.45,1,"1-2 years",0,0,324,Low,1.00754,1,1,0,0
8313-AFGBW,Male,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,"Two year",No,"Electronic check",73.6,3522.65,0,"2-4 years",0,0,3459.2,High,1.01805,5,0,0,1
4713-ZBURT,Male,0,No,Yes,45,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"Two year",No,"Bank transfer (automatic)",99.7,4634.35,0,"2-4 years",0,0,4486.5,High,1.03272,4,0,0,1
4418-LZMSV,Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,"Bank transfer (automatic)",61.8,750.1,0,"1-2 years",0,0,803.4,Medium,0.932496,4,1,0,2
0781-LKXBR,Male,1,No,No,29,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.5,918.6,1,"2-4 years",0,0,2914.5,High,0.315075,4,1,1,0
5419-JPRRN,Male,0,No,No,1,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",101.45,101.45,1,"0-1 year",1,0,101.45,High,0.990239,4,1,1,0
7815-PDTHL,Male,0,No,No,35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",20.2,684.4,0,"2-4 years",0,0,707,Low,0.966667,1,0,1,0
6718-BDGHG,Female,0,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,"One year",Yes,"Bank transfer (automatic)",64.85,2908.2,0,"2-4 years",0,0,2788.55,Medium,1.04253,2,0,1,1
8739-WWKDU,Male,1,No,No,25,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",89.5,2196.15,1,"2-4 years",0,0,2237.5,High,0.981081,3,1,1,0
8882-TLVRW,Male,0,Yes,Yes,69,No,"No phone service",DSL,Yes,No,Yes,Yes,No,No,"Two year",No,"Mailed check",39.1,1398.6,0,"4+ years",0,1,2697.9,Medium,0.518211,3,0,0,2
6253-GNHWH,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,"Two year",No,"Mailed check",71.1,5224.95,0,"4+ years",0,1,5048.1,High,1.03483,5,0,0,2
4277-PVRAN,Female,0,No,No,8,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",80.1,679.3,1,"0-1 year",1,0,640.8,High,1.05843,2,1,1,0
1986-PHGZF,Male,1,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",58.4,964.9,0,"1-2 years",0,0,1051.2,Medium,0.917031,3,1,1,0
5515-IDEJJ,Male,0,Yes,Yes,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",19.9,19.9,1,"2-4 years",0,0,577.1,Low,0.0344231,1,1,0,2
2533-TIBIX,Male,0,Yes,Yes,15,No,"No phone service",DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",30.2,469.65,0,"1-2 years",0,0,453,Low,1.03447,1,1,1,2
0014-BMAQU,Male,0,Yes,No,63,Yes,Yes,"Fiber optic",Yes,No,No,Yes,No,No,"Two year",Yes,"Credit card (automatic)",84.65,5377.8,0,"4+ years",0,1,5332.95,High,1.00822,3,0,1,1
7044-YAACC,Male,1,Yes,No,4,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.2,280.35,0,"0-1 year",1,0,280.8,High,0.994855,1,1,1,1
3179-GBRWV,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",64.95,1339.8,0,"1-2 years",0,0,1363.95,Medium,0.981574,4,1,1,1
6181-AXXYF,Male,0,No,Yes,72,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",24.75,1859.1,0,"4+ years",0,1,1782,Low,1.04268,1,0,0,1
9661-ACXBS,Female,0,No,No,42,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105.2,4400.75,1,"2-4 years",0,0,4418.4,High,0.99578,5,1,1,0
7711-GQBZC,Female,0,Yes,Yes,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.7,1810.55,0,"4+ years",0,1,1753.7,Low,1.03183,1,0,0,2
2323-ARSVR,Male,0,Yes,No,67,Yes,No,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",111.05,7321.05,0,"4+ years",0,1,7440.35,High,0.983834,7,0,1,1
3164-AALRN,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,"One year",Yes,"Mailed check",70.4,347.4,1,"0-1 year",1,0,352,High,0.984136,4,0,1,0
6917-IAYHD,Male,0,No,Yes,1,No,"No phone service",DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Mailed check",33.6,33.6,0,"0-1 year",1,0,33.6,Low,0.971098,2,1,0,1
6194-HBGQN,Male,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,"One year",Yes,"Credit card (automatic)",81.15,4126.2,0,"4+ years",0,1,4138.65,High,0.996751,6,0,1,0
8003-EWNDZ,Female,0,No,No,10,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",21.2,222.65,0,"0-1 year",1,0,212,Low,1.04531,1,1,1,0
3665-JATSN,Female,0,No,No,19,No,"No phone service",DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",39.7,710.05,0,"1-2 years",0,0,754.3,Medium,0.94009,2,1,1,0
0324-BRPCJ,Female,1,Yes,No,68,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.2,6851.65,1,"4+ years",0,1,6813.6,High,1.00544,4,1,1,1
5242-UOWHD,Male,0,Yes,Yes,45,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.35,929.2,0,"2-4 years",0,0,915.75,Low,1.01358,1,0,0,2
0825-CPPQH,Female,0,Yes,No,71,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.1,1372.45,0,"4+ years",0,1,1356.1,Low,1.01131,1,0,0,1
4109-CYRBD,Male,1,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",51.6,1442,0,"2-4 years",0,0,1496.4,Medium,0.963003,1,1,1,1
2419-FSORS,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Electronic check",108.4,7719.5,0,"4+ years",0,1,7804.8,High,0.988944,6,0,1,1
4501-UYKBC,Female,1,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,"One year",Yes,"Credit card (automatic)",69.1,3255.35,0,"2-4 years",0,0,3178.6,Medium,1.02382,4,0,1,0
8495-LJDFO,Female,1,No,No,64,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",108.95,7111.3,0,"4+ years",0,1,6972.8,High,1.01972,5,1,1,0
4310-KEDTB,Female,0,No,Yes,26,No,"No phone service",DSL,No,No,Yes,No,No,No,Month-to-month,Yes,"Mailed check",29.8,786.5,0,"2-4 years",0,0,774.8,Low,1.01379,1,1,1,1
0407-BDJKB,Male,0,Yes,No,60,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",95.75,5742.9,1,"4+ years",0,1,5745,High,0.999461,4,1,1,1
4701-AHWMW,Male,0,Yes,No,55,No,"No phone service",DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",70.4,2978.3,1,"4+ years",0,1,3872,High,0.76899,4,1,1,1
8727-XDPUD,Male,0,No,No,37,No,"No phone service",DSL,No,No,No,No,Yes,No,"Two year",No,"Credit card (automatic)",35.8,1316.9,0,"2-4 years",0,0,1324.6,Medium,0.993437,1,0,0,0
1010-DIAUQ,Male,0,No,No,29,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",96.5,492.55,1,"2-4 years",0,0,2798.5,High,0.175942,4,1,0,0
3704-IEAXF,Female,0,Yes,Yes,72,No,"No phone service",DSL,No,Yes,No,No,Yes,Yes,"Two year",No,"Credit card (automatic)",53.65,3784,0,"4+ years",0,1,3862.8,Medium,0.979347,3,0,0,2
0810-BDHAW,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,"One year",No,"Electronic check",78.4,1832.4,0,"1-2 years",0,0,1881.6,High,0.973335,5,0,0,2
8313-KTIHG,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",61.3,249.4,0,"0-1 year",1,0,245.2,Medium,1.013,3,1,1,0
3070-BDOQC,Female,0,No,No,29,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Electronic check",99.65,5941.05,0,"2-4 years",0,0,2889.85,High,2.05512,5,0,1,0
7601-DHFWZ,Female,0,No,No,48,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",24,1183.05,0,"2-4 years",0,0,1152,Low,1.02606,1,0,0,0
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",73.9,3958.25,0,"4+ years",0,1,3916.7,High,1.01035,5,0,1,0
3902-MIVLE,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,"Two year",No,"Mailed check",75.7,4676.7,0,"4+ years",0,1,4769.1,High,0.98042,4,0,0,2
7817-OMJNA,Male,0,No,No,14,Yes,No,"Fiber optic","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",20.4,1398.6,0,"1-2 years",0,0,285.6,Low,4.87997,1,0,0,0
5461-QKNTN,Male,1,Yes,No,43,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",94.3,3953.15,0,"2-4 years",0,0,4054.9,High,0.974667,4,1,1,1
8945-MUQUF,Male,0,No,No,51,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,"One year",Yes,"Electronic check",94.8,4837.6,1,"4+ years",0,1,4834.8,High,1.00037,3,0,1,0
5287-QWLKY,Male,1,Yes,Yes,71,Yes,Yes,"Fiber optic",Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",105.1,7548.1,1,"4+ years",0,1,7462.1,High,1.01139,5,1,1,2
6283-GITPX,Male,0,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Credit card (automatic)",76.9,5522.7,0,"4+ years",0,1,5459.9,High,1.01132,6,0,1,1
2866-IKBTM,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",70.4,19.55,0,"0-1 year",1,0,70.4,High,0.27381,1,1,0,0
0071-NDAFP,Male,0,Yes,Yes,25,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",25.5,630.6,0,"2-4 years",0,0,637.5,Low,0.987627,1,0,0,2
6908-VVYHM,Male,0,Yes,No,65,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",90.65,5931,0,"4+ years",0,1,5892.25,High,1.00641,3,1,1,1
3716-LRGXK,Male,0,Yes,No,60,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"Two year",No,"Credit card (automatic)",101.15,6067.4,0,"4+ years",0,1,6069,High,0.999572,4,0,0,1
1502-XFCVR,Female,0,No,No,58,Yes,No,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",106.45,6145.85,1,"4+ years",0,1,6174.1,High,0.995263,6,0,1,0
3181-MIZBN,Male,0,Yes,Yes,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",19.75,313.4,0,"1-2 years",0,0,316,Low,0.988644,1,1,0,2
9327-QSDED,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",43.55,335.4,0,"0-1 year",1,0,348.4,Medium,0.959931,1,1,0,0
8232-CTLKO,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,No,No,No,Yes,No,"Two year",Yes,"Electronic check",59.75,3996.8,0,"4+ years",0,1,3943.5,Medium,1.01326,3,0,1,2
5298-GSTLM,Female,1,No,No,60,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",101.4,6176.6,0,"4+ years",0,1,6084,High,1.01505,3,0,1,0
9770-LXDBK,Female,0,No,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.4,63.15,0,"0-1 year",1,0,61.2,Low,1.01527,1,1,0,0
6479-VDGRK,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",85.3,6129.2,0,"4+ years",0,1,6141.6,High,0.997819,7,0,0,2
0936-NQLJU,Female,0,Yes,No,41,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Electronic check",20.65,875.55,0,"2-4 years",0,0,846.65,Low,1.03291,1,0,0,1
8118-LSUEL,Male,1,No,No,23,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",106.4,2483.5,1,"1-2 years",0,0,2447.2,High,1.01442,5,1,1,0
3703-KBKZP,Male,1,No,No,16,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",74.45,1261.35,0,"1-2 years",0,0,1191.2,High,1.058,1,1,1,0
1891-QRQSA,Male,1,Yes,Yes,64,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",111.6,7099,0,"4+ years",0,1,7142.4,High,0.993784,6,0,1,2
3509-GWQGF,Male,1,No,No,24,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",70,1732.6,0,"1-2 years",0,0,1680,Medium,1.0307,1,1,0,0
4589-IUAJB,Male,0,Yes,No,29,Yes,Yes,No,"No internet service","No internet service","No internet service",No,"No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.25,1724.15,0,"2-4 years",0,0,703.25,Low,2.44821,1,0,0,1
7771-ZONAT,Male,0,No,No,22,No,"No phone service",DSL,No,No,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",56.75,1304.85,0,"1-2 years",0,0,1248.5,Medium,1.0443,4,0,0,0
9565-JSNFM,Male,0,No,No,38,Yes,No,"Fiber optic",No,No,No,No,No,No,"One year",Yes,"Bank transfer (automatic)",70.45,2597.6,1,"2-4 years",0,0,2677.1,High,0.969941,1,0,1,0
3506-OVLKD,Male,0,No,No,35,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer (automatic)",26.2,1398.6,0,"2-4 years",0,0,917,Low,1.52353,1,0,0,0
6048-UWKAL,Female,1,Yes,No,69,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",105.4,6998.95,0,"4+ years",0,1,7272.6,High,0.96224,5,0,0,1
0907-HQNTS,Female,1,Yes,No,70,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",113,7987.6,0,"4+ years",0,1,7910,High,1.00968,6,0,1,1
8779-QRDMV,Male,1,No,No,1,No,"No phone service",DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",39.65,39.65,1,"0-1 year",1,0,39.65,Medium,0.9754,2,1,1,0
7047-YXDMZ,Male,0,No,No,21,Yes,No,No,"No internet service","No internet service","No internet service",No,"No internet service","No internet service",Month-to-month,No,"Mailed check",20,417.7,0,"1-2 years",0,0,420,Low,0.992162,1,1,0,0
5519-YLDGW,Female,0,Yes,No,21,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",103.9,2254.2,1,"1-2 years",0,0,2181.9,High,1.03266,5,1,1,1
4378-BZYFP,Male,0,No,No,17,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Mailed check",20.5,365.8,0,"1-2 years",0,0,348.5,Low,1.04664,1,0,1,0
5318-YKDPV,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",79.15,3566.6,0,"2-4 years",0,0,3403.45,High,1.04763,6,0,1,2
9572-MTILT,Male,0,Yes,No,59,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,"Electronic check",106.75,6252.9,1,"4+ years",0,1,6298.25,High,0.992642,6,1,1,1
8760-ZRHKE,Female,1,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,"One year",No,"Electronic check",69.2,4982.5,0,"4+ years",0,1,4913.2,Medium,1.0139,4,0,0,2
3397-AVTKU,Male,0,No,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,"Two year",Yes,"Electronic check",60,2548.55,0,"2-4 years",0,0,2580,Medium,0.987427,3,0,1,0
5542-NKVRU,Female,0,No,No,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Bank transfer (automatic)",20.75,844.45,0,"2-4 years",0,0,601.75,Low,1.401,1,0,1,0
3904-UKFRE,Male,0,No,No,4,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",80.1,336.15,0,"0-1 year",1,0,320.4,High,1.04589,2,1,1,0
8818-XYFCQ,Male,0,Yes,Yes,32,Yes,Yes,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99.55,3204.65,1,"2-4 years",0,0,3185.6,High,1.00566,4,1,1,2
9825-YCXWZ,Female,1,No,No,41,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",101.1,4016.2,0,"2-4 years",0,0,4145.1,High,0.968669,5,0,1,0
0128-MKWSG,Female,0,No,Yes,26,No,"No phone service",DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,"Mailed check",45.8,1147,0,"2-4 years",0,0,1190.8,Medium,0.96241,3,1,0,1
4059-IIEBK,Female,0,No,No,7,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",78.55,522.95,0,"0-1 year",1,0,549.85,High,0.949351,2,1,1,0
7841-FCRQD,Female,0,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,No,No,"One year",Yes,"Credit card (automatic)",53.75,1857.3,0,"2-4 years",0,0,1773.75,Medium,1.04651,3,0,1,1
0887-HJGAR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",45.7,45.7,1,"0-1 year",1,0,45.7,Medium,0.978587,1,1,1,2
9828-AOQLM,Female,0,Yes,Yes,1,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",45.7,45.7,1,"0-1 year",1,0,45.7,Medium,0.978587,1,1,1,2
9117-SHLZX,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",45.7,45.7,1,"0-1 year",1,0,45.7,Medium,0.978587,1,1,1,2
2433-KMEAS,Male,0,No,No,22,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",54.45,1127.35,1,"1-2 years",0,0,1197.9,Medium,0.94032,2,1,1,0
7607-QKKTJ,Male,0,Yes,Yes,45,Yes,No,"Fiber optic",No,Yes,Yes,No,No,Yes,"One year",Yes,"Credit card (automatic)",95,4368.85,0,"2-4 years",0,0,4275,High,1.02171,4,0,1,2
4647-MUZON,Female,0,Yes,No,18,Yes,No,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",95.95,1745.5,0,"1-2 years",0,0,1727.1,High,1.01007,4,1,1,1
0347-UBKUZ,Female,0,No,No,15,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.9,320.45,0,"1-2 years",0,0,298.5,Low,1.06995,1,1,0,0
8996-ZROXE,Male,1,No,No,57,Yes,No,DSL,No,No,Yes,Yes,No,No,"One year",Yes,"Electronic check",53.5,3035.8,0,"4+ years",0,1,3049.5,Medium,0.995181,3,0,1,0
8608-OZTLB,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,"Electronic check",74.05,2802.3,0,"2-4 years",0,0,2813.9,High,0.995524,6,1,0,2
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,"Two year",No,"Mailed check",64.25,1024,0,"1-2 years",0,0,1028,Medium,0.995141,4,0,0,2
6086-ESGRL,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Credit card (automatic)",80.15,80.15,1,"0-1 year",1,0,80.15,High,0.987677,2,1,0,0
2719-BDAQO,Male,0,No,No,17,Yes,No,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,No,"Electronic check",93.85,1625.65,1,"1-2 years",0,0,1595.45,High,1.01829,4,1,0,0
4439-YRNVD,Female,0,No,No,10,No,"No phone service",DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Electronic check",36.25,374,0,"0-1 year",1,0,362.5,Medium,1.02889,2,1,0,0
0139-IVFJG,Female,0,Yes,No,2,Yes,No,"Fiber optic",Yes,Yes,No,No,Yes,No,Month-to-month,No,"Electronic check",90.35,190.5,0,"0-1 year",1,0,180.7,High,1.04843,4,1,0,1
5701-ZIKJE,Male,0,No,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,"Mailed check",50.55,610.75,0,"1-2 years",0,0,657.15,Medium,0.92798,2,1,1,0
0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.9,2303.35,1,"2-4 years",0,0,2396.8,High,0.96061,1,1,1,1
3113-IWHLC,Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,"Mailed check",55.8,274.35,0,"0-1 year",1,0,279,Medium,0.979821,3,1,1,0
9773-PEQBZ,Male,0,No,No,10,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",79.85,797.25,0,"0-1 year",1,0,798.5,High,0.997186,2,1,0,0
1251-STYSZ,Female,1,No,No,4,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",80.25,303.7,0,"0-1 year",1,0,321,High,0.943168,2,1,1,0
0746-JTRFU,Male,0,No,No,2,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",25.05,56.35,1,"0-1 year",1,0,50.1,Low,1.10274,0,1,1,0
6128-DAFVY,Female,0,No,No,56,No,"No phone service",DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",44.85,2564.95,0,"4+ years",0,1,2511.6,Medium,1.02084,2,1,1,0
1285-OKIPP,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Electronic check",79.9,79.9,1,"0-1 year",1,0,79.9,High,0.987639,2,1,0,0
9734-UYXQI,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",49.4,106.55,1,"0-1 year",1,0,98.8,Medium,1.06764,1,1,1,0
3427-GGZZI,Female,0,Yes,No,19,Yes,No,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",89.1,1620.8,0,"1-2 years",0,0,1692.9,High,0.956845,3,1,1,1
1702-CCFNJ,Male,0,Yes,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Bank transfer (automatic)",70.4,3169.55,0,"4+ years",0,1,3660.8,High,0.865572,3,1,0,1
7968-QUXNS,Male,0,No,No,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",18.95,1398.6,0,"2-4 years",0,0,549.55,Low,2.54037,1,1,0,0
6229-UOLQL,Male,0,Yes,Yes,56,No,"No phone service",DSL,Yes,Yes,No,Yes,Yes,No,"One year",Yes,"Mailed check",52,2884.9,0,"4+ years",0,1,2912,Medium,0.990354,4,0,1,2
3352-ALMCK,Male,0,No,No,40,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Mailed check",102.65,4108.15,0,"2-4 years",0,0,4106,High,1.00028,5,1,1,0
